entity1,entity2,trigger_word,relation_type,sentences
bacsp222,staphylococcuspseudintermedius pseudintermedius,produce,Product-Producer,bacsp222 is a multifunctional peptide produced by staphylococcus pseudintermedius 222 . 
infectiousdiseases diseases,aeromonas,lead,Cause-Effect,the increase in the use of antimicrobials such as colistin for the treatment of infectious diseases has led to the appearance of aeromonas strains resistant to this drug . 
serratia,nutritionalmetabolism metabolism,improve,Cause-Effect,"serratia symbiotica , a common facultative endosymbiont harbored in pea aphids , improves host fitness and heat tolerance , but studies concerning the nutritional metabolism and impact on the aphid host associated with carrying serratia are limited . "
dickeyadadantii dadantii,softrot rotdisease disease,cause,Cause-Effect,the dickeya dadantii 3937 strain serves as a model for pathogens causing the soft rot disease in a wide range of angiosperm plants . 
dickeyadadantii dadantii,angiospermplants plants,cause,Cause-Effect,the dickeya dadantii 3937 strain serves as a model for pathogens causing the soft rot disease in a wide range of angiosperm plants . 
porphyromonasgingivalis gingivalis,inflammatorybone bonediseases diseases,induce,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
porphyromonasgingivalis gingivalis,inflammatorybone bonediseases diseases,cause,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
staphylococcusaureus aureus,inflammatorybone bonediseases diseases,induce,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
staphylococcusaureus aureus,inflammatorybone bonediseases diseases,cause,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
porphyromonasgingivalis gingivalis,periodontaldiseases diseases,induce,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
porphyromonasgingivalis gingivalis,periodontaldiseases diseases,cause,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
staphylococcusaureus aureus,periodontaldiseases diseases,induce,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
staphylococcusaureus aureus,periodontaldiseases diseases,cause,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
porphyromonasgingivalis gingivalis,"osteomyelitis, ,and andseptic septicarthritis arthritis",induce,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
porphyromonasgingivalis gingivalis,"osteomyelitis, ,and andseptic septicarthritis arthritis",cause,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
staphylococcusaureus aureus,"osteomyelitis, ,and andseptic septicarthritis arthritis",induce,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
staphylococcusaureus aureus,"osteomyelitis, ,and andseptic septicarthritis arthritis",cause,Cause-Effect,"pathogenic bacteria such as porphyromonas gingivalis and staphylococcus aureus tend to induce bone destruction and cause various inflammatory bone diseases including periodontal diseases , osteomyelitis , and septic arthritis . "
clostridioidesdifficile difficile,diarrhoea,form,Entity-Origin,clostridioides difficile is a spore forming enteric pathogen causing life threatening diarrhoea and colitis . 
clostridioidesdifficile difficile,diarrhoea,cause,Cause-Effect,clostridioides difficile is a spore forming enteric pathogen causing life threatening diarrhoea and colitis . 
clostridioidesdifficile difficile,colitis,form,Entity-Origin,clostridioides difficile is a spore forming enteric pathogen causing life threatening diarrhoea and colitis . 
clostridioidesdifficile difficile,colitis,cause,Cause-Effect,clostridioides difficile is a spore forming enteric pathogen causing life threatening diarrhoea and colitis . 
helicobacterpylori pylori,gastriculcers ulcersand andcancers cancers,cause,Cause-Effect,helicobacter pylori is a prevalent bacterium that can cause gastric ulcers and cancers . 
gastriccancer cancer,helicobacterpylori pylori,relate,0,2017 dec 06 18 12 background the molecular mechanism of gastric cancer development related to helicobacter pylori h . 
cancer,pseudomonas,improve,Cause-Effect,"in this study , we adopted a relatively simple strategy based on a single domain antibody sdab and an improved pseudomonas exotoxin a pe toxin pe24x7 to prepare a safer immunotoxin against prostate specific membrane antigen psma for pca treatment . "
virusinfection infection,streptococcuspneumoniae pneumoniae,cause,Cause-Effect,morbidity and mortality rates are further increased if virus infection coincides with co infections or superinfections caused by bacteria such as streptococcus pneumoniae s . 
superinfections,streptococcuspneumoniae pneumoniae,cause,Cause-Effect,morbidity and mortality rates are further increased if virus infection coincides with co infections or superinfections caused by bacteria such as streptococcus pneumoniae s . 
periodontalinflammation inflammation,porphyromonasgingivalis gingivalis,induce,Cause-Effect,methods periodontal inflammation was induced by lps porphyromonas gingivalis . 
gastriccancer cancer,helicobacterpylori pylori,lead,Cause-Effect,gastric cancer is one of the leading causes of cancer related deaths worldwide and infection with helicobacter pylori h . 
gastriccancer cancer,helicobacterpylori pylori,cause,Cause-Effect,gastric cancer is one of the leading causes of cancer related deaths worldwide and infection with helicobacter pylori h . 
gastriccancer cancer,helicobacterpylori pylori,relate,0,gastric cancer is one of the leading causes of cancer related deaths worldwide and infection with helicobacter pylori h . 
cancer,helicobacterpylori pylori,relate,0,gastric cancer is one of the leading causes of cancer related deaths worldwide and infection with helicobacter pylori h . 
tumor,bifidobacteriumbifidum bifidum,provide,Cause-Effect,"purpose hypoxia is considered to be obstructive to tumor treatment , but the reduced oxygen surroundings provide a suitable habitat for bifidobacterium bifidum bf to colonize . "
cachexia,prevotellacopri copri,correlate,Cause-Effect,"the enrichment of bcaas and 3 oxocholic acid in non cachectic patients were positively correlated with gut microbial species prevotella copri and lactobacillus gasseri , respectively . "
cachexia,lactobacillusgasseri gasseri,correlate,Cause-Effect,"the enrichment of bcaas and 3 oxocholic acid in non cachectic patients were positively correlated with gut microbial species prevotella copri and lactobacillus gasseri , respectively . "
cachectic,prevotellacopri copri,correlate,Cause-Effect,"the enrichment of bcaas and 3 oxocholic acid in non cachectic patients were positively correlated with gut microbial species prevotella copri and lactobacillus gasseri , respectively . "
cachectic,lactobacillusgasseri gasseri,correlate,Cause-Effect,"the enrichment of bcaas and 3 oxocholic acid in non cachectic patients were positively correlated with gut microbial species prevotella copri and lactobacillus gasseri , respectively . "
streptococcuspneumoniae pneumoniae,severeinfections infections,lead,Cause-Effect,streptococcus pneumoniae pneumococcus is a leading cause of severe infections among children and adults . 
streptococcuspneumoniae pneumoniae,severeinfections infections,cause,Cause-Effect,streptococcus pneumoniae pneumococcus is a leading cause of severe infections among children and adults . 
acesulfame,acinetobacterbaylyi baylyi,promote,Cause-Effect,"here we demonstrate that four commonly used artificial sweeteners saccharin , sucralose , aspartame , and acesulfame potassium promote transfer of args via natural transformation in acinetobacter baylyi adp1 , a model organism for studying competence and transformation . "
lymedisease disease,borrelia,cause,Cause-Effect,"based on surveys of natural allele frequencies and experimental immunization of mice , we show high antigenic specificities of natural variants of the outer surface protein c ospc , a dominant antigen of a lyme disease causing bacterium borrelia burgdorferi . "
borrelia,lymedisease disease,cause,Cause-Effect,"we used the tick borne bacterium borrelia afzelii , which is the most common cause of lyme disease in europe , as a model multi strain pathogen to investigate the relationship between coinfection , competition between strains , and strain specific transmission success . "
pseudoxanthomonas,methane,provide,Cause-Effect,"overall , this study provides novel insights into the metabolic flexibility of the aerobic methanotrophs that likely allows them to thrive across natural oxygen gradients , and highlights the potential role for similar microbial consortia in linking methane and other biogeochemical cycles in environments where oxygen is limited . "
pseudoxanthomonas,methane,link,0,"overall , this study provides novel insights into the metabolic flexibility of the aerobic methanotrophs that likely allows them to thrive across natural oxygen gradients , and highlights the potential role for similar microbial consortia in linking methane and other biogeochemical cycles in environments where oxygen is limited . "
clostridioidesdifficile difficile,diarrhoea,lead,Cause-Effect,clostridioides difficile infections are associated with gut microbiome dysbiosis and are the leading cause of hospital acquired diarrhoea . 
clostridioidesdifficile difficile,diarrhoea,cause,Cause-Effect,clostridioides difficile infections are associated with gut microbiome dysbiosis and are the leading cause of hospital acquired diarrhoea . 
lactobacillusrhamnosus rhamnosus,inflammation,induce,Cause-Effect,"more importantly , oral supplementation of lactobacillus rhamnosus gg lgg ameliorated not only the tio2 nps induced inflammation but also the fructose caused metabolic abnormality . "
lactobacillusrhamnosus rhamnosus,metabolicabnormality abnormality,induce,Cause-Effect,"more importantly , oral supplementation of lactobacillus rhamnosus gg lgg ameliorated not only the tio2 nps induced inflammation but also the fructose caused metabolic abnormality . "
lactobacillusrhamnosus rhamnosus,metabolicabnormality abnormality,cause,Cause-Effect,"more importantly , oral supplementation of lactobacillus rhamnosus gg lgg ameliorated not only the tio2 nps induced inflammation but also the fructose caused metabolic abnormality . "
sousvide videcooked cookedcardoon cardoon,bifidobacterium,show,Cause-Effect,"colonic fermented raw and sous vide cooked cardoon did not show anti inflammatory activity in ht 29 cells but presented potential prebiotic activity , comparable to the commercial prebiotic fos , by stimulating health promoting bacteria such as bifidobacterium spp . "
sousvide videcooked cookedcardoon cardoon,bifidobacterium,promote,Cause-Effect,"colonic fermented raw and sous vide cooked cardoon did not show anti inflammatory activity in ht 29 cells but presented potential prebiotic activity , comparable to the commercial prebiotic fos , by stimulating health promoting bacteria such as bifidobacterium spp . "
bacterialleaf leafblight blight,xanthomonasoryzae oryzae,cause,Cause-Effect,rice bacterial leaf blight caused by xanthomonas oryzae pv . 
helicobacterpylori pylori,gastricdiseases diseases,cause,Cause-Effect,helicobacter pylori is a highly prevalent human specific pathogen that causes various gastric diseases . 
devastatingplant plantdisease disease,erwinia,cause,Cause-Effect,"fire blight is a devastating plant disease caused by erwinia amylovora , affecting a wide range of host species within the rosaceae and posing a major global threat for commercial apple and pear production . "
prevotellacopri copri,allergicdisease disease,decrease,Cause-Effect,"here , we review evidence that the maternal gut microbiome impacts the offspring's risk of allergic disease and asthma , discuss challenges and future directions for the field , and propose the hypothesis that maternal carriage of prevotella copri during pregnancy decreases the offspring's risk of allergic disease via production of succinate , which in turn promotes bone marrow myelopoiesis of dendritic cell precursors in the fetus . "
entericfever fever,salmonella,cause,Cause-Effect,"background antimicrobial therapy is essential for the treatment of enteric fever , the infection caused by salmonella serovars typhi and paratyphi a . "
mycoplasmagenitalium genitalium,sexuallytransmitted transmitteddisease disease,cause,Cause-Effect,background mycoplasma genitalium is an emergent cause of sexually transmitted disease std . 
enterococcusfaecalis faecalis,polymicrobialinfections infections,produce,Product-Producer,background enterococcus faecalis commonly produce aminoglycoside modifying enzymes ames and are implicated in polymicrobial infections . 
typhoidfever fever,salmonellaenterica enterica,produce,Product-Producer,"background the clinical response to ceftriaxone in patients with typhoid fever is significantly slower than with ofloxacin , despite infection with salmonella enterica serovar typhi s . "
hiv,aeromonas,decrease,Cause-Effect,"this novel drug delivery approach is about to revolutionize the therapy of people living with hiv , decreasing the 365 daily pill burden to only six intramuscular injections per year . "
intrapartum partumcefazolin cefazolin,streptococcus,prevent,Cause-Effect,background intra partum cefazolin is used to prevent group b streptococcus gbs vertical transmission in mothers allergic to penicillin without a history of anaphylaxis . 
escherichiacoli coli,bacteriuria,relate,0,background our primary aim was to test whether cattle associated fluoroquinolone resistant fq r escherichia coli found on dairy farms are closely phylogenetically related to those causing bacteriuria in humans living in the same 50 50 km geographical region suggestive of farm human sharing . 
escherichiacoli coli,bacteriuria,cause,Cause-Effect,background our primary aim was to test whether cattle associated fluoroquinolone resistant fq r escherichia coli found on dairy farms are closely phylogenetically related to those causing bacteriuria in humans living in the same 50 50 km geographical region suggestive of farm human sharing . 
escherichiacoli coli,farm,relate,0,background our primary aim was to test whether cattle associated fluoroquinolone resistant fq r escherichia coli found on dairy farms are closely phylogenetically related to those causing bacteriuria in humans living in the same 50 50 km geographical region suggestive of farm human sharing . 
escherichiacoli coli,farm,cause,Cause-Effect,background our primary aim was to test whether cattle associated fluoroquinolone resistant fq r escherichia coli found on dairy farms are closely phylogenetically related to those causing bacteriuria in humans living in the same 50 50 km geographical region suggestive of farm human sharing . 
stenotrophomonasmaltophilia maltophilia,menadionemd mdtolerance tolerance,contribute,Cause-Effect,"background the smevwx efflux pump of stenotrophomonas maltophilia contributes to menadione md tolerance and resistance to chloramphenicol , quinolones and tetracycline . "
dfom,staphylococcusepidermidis epidermidis,result,Cause-Effect,"results dalbavancin showed excellent activity against all gram positive bacterial strains tested , including one teicoplanin resistant staphylococcus epidermidis isolate . "
dfom,staphylococcusepidermidis epidermidis,show,Cause-Effect,"results dalbavancin showed excellent activity against all gram positive bacterial strains tested , including one teicoplanin resistant staphylococcus epidermidis isolate . "
yangon,escherichiacoli coli,result,Cause-Effect,"results six escherichia coli strains harbouring blandm 1 or blandm 5 belonging to five different sts st10 , st38 , st48 , st410 and st8453 were isolated from 69 volunteers . "
entericfever fever,salmonella,produce,Product-Producer,"clinical management of enteric fever remains a challenge with the emergence of esbl producing strains , especially xdr salmonella typhi from sindh , pakistan . "
klebsiellapneumoniae pneumoniae,kpc,produce,Product-Producer,"the most widely disseminated high risk clones of carbapenemase producing klebsiella pneumoniae across spain were found to be st11 , st147 , st392 and st15 mostly associated with oxa 48 and st258 512 in all cases producing kpc . "
pneumonia,acinetobacter,cause,Cause-Effect,"however , in credible cr , higher all cause mortality was observed with cefiderocol compared with best available therapy for the treatment of severe infections caused by gram negative bacteria , primarily in the subset of patients with acinetobacter spp . "
pneumonia,acinetobacter,cause,Cause-Effect,"however , in credible cr , higher all cause mortality was observed with cefiderocol compared with best available therapy for the treatment of severe infections caused by gram negative bacteria , primarily in the subset of patients with acinetobacter spp . "
sasrta,streptococcuspneumoniae pneumoniae,result,Cause-Effect,", that of sasrta , others results in chimeric streptococcus pneumoniae srta enzymes that are able to accommodate a range of residues in the final position of the substrate motif lpxtx . "
streptococcussuis suis,zoonoticdisease disease,cause,Cause-Effect,streptococcus suis is an important bacterial pathogen in pigs that may also cause zoonotic disease in humans . 
legionellapneumophila pneumophila,legionnaires'disease disease,cause,Cause-Effect,"legionella pneumophila , which is the main cause of legionnaires' disease , comprises at least 15 serogroups sgs . "
escherichiacoli coli,hemolyticand anduremic uremicsyndrome syndrome,belong,Content-Container,"enterohemorrhagic escherichia coli ehec o80 h2 , belonging to sequence type st301 , is among the main causes of hemolytic and uremic syndrome in europe , a major concern in young children . "
escherichiacoli coli,hemolyticand anduremic uremicsyndrome syndrome,cause,Cause-Effect,"enterohemorrhagic escherichia coli ehec o80 h2 , belonging to sequence type st301 , is among the main causes of hemolytic and uremic syndrome in europe , a major concern in young children . "
streptococcus,invasivedisease disease,cause,Cause-Effect,background group a streptococcus gas causes significant morbidity and mortality in new zealand and is responsible for invasive disease and immune sequelae including acute rheumatic fever arf . 
streptococcus,immunesequelae sequelaeincluding includingacute acuterheumatic rheumaticfever feverarf arf,cause,Cause-Effect,background group a streptococcus gas causes significant morbidity and mortality in new zealand and is responsible for invasive disease and immune sequelae including acute rheumatic fever arf . 
syphilis,treponemapallidum pallidum,cause,Cause-Effect,syphilis is a multisystem infection caused by the spirochete treponema pallidum . 
multisysteminfection infection,treponemapallidum pallidum,cause,Cause-Effect,syphilis is a multisystem infection caused by the spirochete treponema pallidum . 
burkholderiacepacia cepacia,seriouslung lunginfections infections,cause,Cause-Effect,the burkholderia cepacia complex bcc is known for causing serious lung infections in people with cystic fibrosis cf . 
burkholderiacepacia cepacia,cysticfibrosis fibrosiscf cf,cause,Cause-Effect,the burkholderia cepacia complex bcc is known for causing serious lung infections in people with cystic fibrosis cf . 
staphylococcuspseudintermedius pseudintermedius,cutaneousinfections infections,cause,Cause-Effect,staphylococcus pseudintermedius is the primary cause of canine cutaneous infections and is sporadically isolated as a pathogen from humans . 
stenotrophomonasmaltophilia maltophilia,miss,cause,Cause-Effect,stenotrophomonas maltophilia causes high mortality infections in immunocompromised hosts with limited therapeutic options . 
levofloxacin,aerococcusurinae urinae,show,Cause-Effect,"overall , antimicrobial susceptibility testing ast using the etest on sheep blood agar showed good agreement with the reference methods and can be considered by clinical laboratories wishing to perform ast on aerococcus urinae isolates . "
madagascar,yersiniapestis pestis,need,Component-Whole,"in 2017 , a pneumonic plague epidemic of unusual proportions occurred , which raised several challenges for laboratory confirmation of cases , pointing to the need for the development of yersinia pestis isolation procedures , especially those that can be performed in remote areas . "
pneumonicplague plague,yersiniapestis pestis,need,Component-Whole,"in 2017 , a pneumonic plague epidemic of unusual proportions occurred , which raised several challenges for laboratory confirmation of cases , pointing to the need for the development of yersinia pestis isolation procedures , especially those that can be performed in remote areas . "
lymeneuroborreliosis neuroborreliosislnb lnb,borrelia,produce,Product-Producer,"the diagnosis of lyme neuroborreliosis lnb is based on neurological symptoms , cerebrospinal fluid csf pleocytosis , and intrathecally produced borrelia specific antibodies . "
borrelia,inaccuratelnb lnbdiagnoses diagnoses,lead,Cause-Effect,"thus , the observed edge effect can lead to inaccurate lnb diagnoses . "
chlamydiatrachomatis trachomatis,pelvicinflammatory inflammatorydisease disease,lead,Cause-Effect,"rapid and precise detection of chlamydia trachomatis , the leading global cause of sexually transmitted infections sti , at the point of care poc is required for treatment decisions to prevent transmission and sequelae , including pelvic inflammatory disease , ectopic pregnancy , tubal factor infertility , and preterm birth . "
chlamydiatrachomatis trachomatis,pelvicinflammatory inflammatorydisease disease,cause,Cause-Effect,"rapid and precise detection of chlamydia trachomatis , the leading global cause of sexually transmitted infections sti , at the point of care poc is required for treatment decisions to prevent transmission and sequelae , including pelvic inflammatory disease , ectopic pregnancy , tubal factor infertility , and preterm birth . "
chlamydiatrachomatis trachomatis,pelvicinflammatory inflammatorydisease disease,require,Entity-Origin,"rapid and precise detection of chlamydia trachomatis , the leading global cause of sexually transmitted infections sti , at the point of care poc is required for treatment decisions to prevent transmission and sequelae , including pelvic inflammatory disease , ectopic pregnancy , tubal factor infertility , and preterm birth . "
chlamydiatrachomatis trachomatis,pelvicinflammatory inflammatorydisease disease,prevent,Cause-Effect,"rapid and precise detection of chlamydia trachomatis , the leading global cause of sexually transmitted infections sti , at the point of care poc is required for treatment decisions to prevent transmission and sequelae , including pelvic inflammatory disease , ectopic pregnancy , tubal factor infertility , and preterm birth . "
leptospirosis,leptospira,cause,Cause-Effect,leptospirosis is a vaccine preventable bacterial zoonotic disease caused by pathogenic leptospira species . 
vaccinepreventable preventablebacterial bacterialzoonotic zoonoticdisease disease,leptospira,cause,Cause-Effect,leptospirosis is a vaccine preventable bacterial zoonotic disease caused by pathogenic leptospira species . 
pseudomonasaeruginosa aeruginosa,cp,produce,Product-Producer,detection of carbapenem resistant pseudomonas aeruginosa crpa with carbapenemase producing cp genes is critical for preventing transmission . 
pkcdeficient deficient,staphylococcusaureus aureus,derive,Cause-Effect,we studied an international cohort of 17 pkc deficient patients and found that their ebv b cells and monocyte derived phagocytes produced only small amounts of ros and did not phosphorylate p40phox normally after pma or opsonized staphylococcus aureus stimulation . 
pkcdeficient deficient,staphylococcusaureus aureus,produce,Product-Producer,we studied an international cohort of 17 pkc deficient patients and found that their ebv b cells and monocyte derived phagocytes produced only small amounts of ros and did not phosphorylate p40phox normally after pma or opsonized staphylococcus aureus stimulation . 
pseudomonas,ironmetabolism metabolism,relate,0,"fumigatus isolate has been shown to be resistant in competition with pseudomonas as compared to the isogenic line infected with aspergillus fumigatus polymycovirus 1 afupmv 1 , and this phenotype was apparently related to alterations in iron metabolism . "
staphylococcusepidermidis epidermidis,nosocomialinfections infections,cause,Cause-Effect,"the host immune responses to staphylococcus epidermidis , a frequent cause of nosocomial infections , are not well understood . "
streptococcuspneumoniae pneumoniae,pneumonia,cause,Cause-Effect,"zn deficiency is associated with increased susceptibility to bacterial infections , including streptococcus pneumoniae , the most commonly identified cause of community acquired pneumonia . "
porphyromonasgingivalis gingivalis,alveolarbone boneloss loss,induce,Cause-Effect,"additionally , sgk1 differentially regulates the expression of m1 and m2 molecular markers , including cd68 and f4 f80 and cd163 and cd206 , respectively , and protects against porphyromonas gingivalis induced alveolar bone loss in a mouse model . "
septicarthritis arthritis,staphylococcusaureus aureus,cause,Cause-Effect,"septic arthritis is a chronic inflammatory disorder caused by staphylococcus aureus invasion of host synovium , which often progresses to impairment of joint functions . "
chronicinflammatory inflammatorydisorder disorder,staphylococcusaureus aureus,cause,Cause-Effect,"septic arthritis is a chronic inflammatory disorder caused by staphylococcus aureus invasion of host synovium , which often progresses to impairment of joint functions . "
lactobacillusmurinus murinus,colonand andsuppressed suppressedlung lunginflammation inflammation,promote,Cause-Effect,"overcolonization by lactobacillus murinus , a dectin 1 signaling regulated commensal bacterium , also promoted expansion of treg cells in the colon and suppressed lung inflammation . "
gastricdiffuse diffuselarge largeb bcell celllymphoma lymphomagdlbcl gdlbcl,helicobacterpylori pylori,relate,0,"background gastric diffuse large b cell lymphoma gdlbcl related to helicobacter pylori infection exhibits a wide spectrum of prognosis , and the tumor immune microenvironment time affects tumor progression . "
pertussiswhooping whoopingcough cough,bordetellapertussis pertussis,cause,Cause-Effect,pertussis whooping cough is a respiratory infection caused by bordetella pertussis . 
respiratoryinfection infection,bordetellapertussis pertussis,cause,Cause-Effect,pertussis whooping cough is a respiratory infection caused by bordetella pertussis . 
meningitisbelt beltof ofsub sub,neisseriameningitidis meningitidis,cause,Cause-Effect,background the meningitis belt of sub saharan africa has traditionally experienced large outbreaks of meningitis mainly caused by neisseria meningitidis . 
largeoutbreaks outbreaksof ofmeningitis meningitis,neisseriameningitidis meningitidis,cause,Cause-Effect,background the meningitis belt of sub saharan africa has traditionally experienced large outbreaks of meningitis mainly caused by neisseria meningitidis . 
streptococcuspneumoniae pneumoniae,meningitis,cause,Cause-Effect,"more recently , streptococcus pneumoniae has been recognized as a cause of meningitis outbreaks in the region . "
meningitis,streptococcuspneumoniae pneumoniae,cause,Cause-Effect,"the network was established to strengthen surveillance and laboratory confirmation of meningitis caused by streptococcus pneumoniae , haemophilus influenzae , and neisseria meningitidis . "
meningitis,haemophilusinfluenzae influenzae,cause,Cause-Effect,"the network was established to strengthen surveillance and laboratory confirmation of meningitis caused by streptococcus pneumoniae , haemophilus influenzae , and neisseria meningitidis . "
meningitis,neisseriameningitidis meningitidis,cause,Cause-Effect,"the network was established to strengthen surveillance and laboratory confirmation of meningitis caused by streptococcus pneumoniae , haemophilus influenzae , and neisseria meningitidis . "
coordinatedinvasive invasivebacterial bacterialvaccine vaccinepreventable preventabledisease disease,streptococcuspneumoniae pneumoniae,contribute,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
coordinatedinvasive invasivebacterial bacterialvaccine vaccinepreventable preventabledisease disease,streptococcuspneumoniae pneumoniae,cause,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
coordinatedinvasive invasivebacterial bacterialvaccine vaccinepreventable preventabledisease disease,haemophilusinfluenzae influenzae,contribute,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
coordinatedinvasive invasivebacterial bacterialvaccine vaccinepreventable preventabledisease disease,haemophilusinfluenzae influenzae,cause,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
coordinatedinvasive invasivebacterial bacterialvaccine vaccinepreventable preventabledisease disease,neisseriameningitidis meningitidis,contribute,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
coordinatedinvasive invasivebacterial bacterialvaccine vaccinepreventable preventabledisease disease,neisseriameningitidis meningitidis,cause,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
pediatricmeningitis meningitis,streptococcuspneumoniae pneumoniae,cause,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
pediatricmeningitis meningitis,haemophilusinfluenzae influenzae,cause,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
pediatricmeningitis meningitis,neisseriameningitidis meningitidis,cause,Cause-Effect,"the world health organization who coordinated invasive bacterial vaccine preventable disease ib vpd surveillance network reported data from 2014 to 2019 , contributing to the estimates of the disease burden and serotypes of pediatric meningitis caused by streptococcus pneumoniae , haemophilus influenzae and neisseria meningitidis . "
staphylococcusaureus aureus,pneumonia,cause,Cause-Effect,background staphylococcus aureus causes community and hospital acquired pneumonia linked to a high mortality rate . 
eligible,mycoplasmagenitalium genitalium,result,Cause-Effect,baseline laboratory results revealed infection rates that were highest for mycoplasma genitalium 45 followed by chlamydia trachomatis 31 . 
eligible,mycoplasmagenitalium genitalium,reveal,0,baseline laboratory results revealed infection rates that were highest for mycoplasma genitalium 45 followed by chlamydia trachomatis 31 . 
eligible,chlamydiatrachomatis trachomatis,result,Cause-Effect,baseline laboratory results revealed infection rates that were highest for mycoplasma genitalium 45 followed by chlamydia trachomatis 31 . 
eligible,chlamydiatrachomatis trachomatis,reveal,0,baseline laboratory results revealed infection rates that were highest for mycoplasma genitalium 45 followed by chlamydia trachomatis 31 . 
chlamydiatrachomatis trachomatis,inflammatorydisease disease,cause,Cause-Effect,"chlamydia trachomatis ct causes pelvic inflammatory disease , which may result in tubal factor infertility tfi in women . "
chlamydiatrachomatis trachomatis,tubalfactor factorinfertility infertility,cause,Cause-Effect,"chlamydia trachomatis ct causes pelvic inflammatory disease , which may result in tubal factor infertility tfi in women . "
chlamydiatrachomatis trachomatis,tubalfactor factorinfertility infertility,result,Cause-Effect,"chlamydia trachomatis ct causes pelvic inflammatory disease , which may result in tubal factor infertility tfi in women . "
ctinfection infection,chlamydia,generate,Entity-Origin,serologic assays may be used to determine the proportion of women with and without tfi who have had previous ct infection and to generate estimates of infertility attributable to chlamydia . 
chlamydiatrachomatis trachomatis,infertility,cause,Cause-Effect,background chlamydia trachomatis ct infection ascending to the upper genital tract can cause infertility . 
